word,round,agent_01,agent_02,agent_03,agent_04,agent_05,agent_06,agent_07,agent_08,agent_09,agent_10,mean,std,n_nonzero,pass
lockup,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
often,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
father,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
dial,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
views,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
dwindles,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2.0,0.0,10,True
oman,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
bounces,2,2,2,2,2,2,2,2,2,2,2,2.0,0.0,10,True
getting,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
hotter,2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,10,True
trim,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,10,True
financials,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
prompt,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
spikes,2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,10,True
ants,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
swarm,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-0.9,0.316,9,True
homecoming,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
multi,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
flowing,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
ramping,2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,10,True
rebuilds,2,1,1,1,0,0,1,0,1,0,1,0.6,0.516,6,True
lesson,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
scratching,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
deals,2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,10,True
fly,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
wings,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
potentially,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
insurers,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
taxes,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,10,True
spurs,2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,10,True
swings,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-0.9,0.316,9,True
robotaxi,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
powers,2,0,0,0,0,0,0,0,0,0,1,0.1,0.316,1,False
figma,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
optical,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
module,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
makers,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
stirs,2,0,0,-1,-1,-1,-1,0,0,0,-1,-0.5,0.527,5,True
spooked,2,-2,-2,-3,-3,-3,-3,-2,-2,-2,-3,-2.5,0.527,10,True
benchmarks,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
kenya,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
africa,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
brokerages,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
coverage,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
tracker,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
pares,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,10,True
vessels,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
overstimulated,2,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1.1,0.316,10,True
braces,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,10,True
leases,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
fizzles,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2.0,0.0,10,True
sizzles,2,2,2,2,2,2,2,2,2,2,2,2.0,0.0,10,True
volumes,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
fertilizer,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
unwinds,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,10,True
auction,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
robinhood,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
targets,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
spotify,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
marketing,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
features,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
pharma,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
hires,2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,10,True
rallies,2,3,3,3,3,3,3,3,3,3,3,3.0,0.0,10,True
buying,2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,10,True
via,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
euros,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
fuels,2,0,1,1,1,0,1,0,1,1,1,0.7,0.483,7,True
invests,2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,10,True
unitree,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
budweiser,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
shareholder,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
inflows,2,2,2,2,2,2,2,2,2,2,2,2.0,0.0,10,True
undercuts,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,10,True
skids,2,-2,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2.5,0.527,10,True
reality,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
brakes,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,10,True
discussing,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
concessions,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,10,True
customer,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
cricket,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
captain,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
shakib,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
houses,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
drones,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
threefold,2,2,2,2,2,2,2,1,2,2,2,1.9,0.316,10,True
picked,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
offsets,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
shifts,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
container,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
shippers,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
walks,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
steeper,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,10,True
revises,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
bbl,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
matches,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
trend,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
deepens,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,10,True
inference,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
heats,2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,10,True
packer,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
arm,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
deliveries,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
confirms,2,0,0,0,0,0,0,0,0,1,0,0.1,0.316,1,False
unions,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
bhp,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
ore,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
operations,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
mineral,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
bookings,2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,10,True
promotions,2,1,0,1,1,1,1,1,1,1,0,0.8,0.422,8,True
fuel,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
banking,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
memo,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
hospital,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
delivery,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
exports,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
refinery,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
minerals,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
sprint,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
races,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
mrna,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
reaffirms,2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,10,True
soda,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
lettuce,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
forces,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
joining,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
coffee,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
explores,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
agent,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
spent,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
hacking,2,-2,-3,-2,-3,-3,-3,-2,-2,-2,-3,-2.5,0.527,10,True
notice,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
missile,2,-2,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2.2,0.422,10,True
deploys,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
departs,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,10,True
craters,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4.0,0.0,10,True
restructuring,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,10,True
books,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
supertanker,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
pilots,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
union,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
provisional,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
replimune,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
skin,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
renews,2,1,1,1,0,0,1,0,1,1,1,0.7,0.483,7,True
continuing,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
pushes,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
midterms,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
radar,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
bps,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
ipsos,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
clearer,2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,10,True
acting,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
hiked,2,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-0.8,0.422,8,True
repeat,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
backstop,2,1,1,1,1,1,1,0,1,1,1,0.9,0.316,9,True
faced,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,10,True
grinds,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,10,True
retreats,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2.0,0.0,10,True
delays,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2.0,0.0,10,True
intervenes,2,0,-1,-1,-1,-1,0,0,0,-1,-1,-0.6,0.516,6,True
ghana,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
lifted,2,2,2,2,2,2,2,2,2,2,2,2.0,0.0,10,True
around,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
communication,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
function,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
midweek,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
thoughts,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
knight,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
shaped,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
pair,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
tighter,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,10,True
softer,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,10,True
upsizing,2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,10,True
restarts,2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,10,True
buybacks,2,2,2,2,2,2,2,2,2,2,2,2.0,0.0,10,True
stays,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
openings,2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,10,True
vacancies,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
upsize,2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,10,True
pact,2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,10,True
changer,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
seas,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
drama,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,10,True
roil,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2.0,0.0,10,True
indonesia,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
ruled,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
turns,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
speech,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
peers,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
persists,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,10,True
officer,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
types,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
loans,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
edges,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,False
